u1, u2, avgwait, avgtottime
1.0, 1.0, 0.091504055934, 1.09053957685
1.0, 0.5, 0.213131073623, 1.70459937361
1.0, 0.3333333333333333, 0.384441399682, 2.33151697627
1.0, 0.25, 0.585913368081, 2.95006146067
1.0, 0.2, 0.799804647904, 3.5334157875
1.0, 0.16666666666666666, 1.02514258681, 4.10118632233
1.0, 0.14285714285714285, 1.24376584594, 4.62652331855
1.0, 0.125, 1.4519517251, 5.09299875264
1.0, 0.1111111111111111, 1.6593348113, 5.5409260727
1.0, 0.1, 1.85086976312, 5.93857602219
0.5, 1.0, 0.212921134736, 1.70103466796
0.5, 0.5, 0.351028839707, 2.34975298383
0.5, 0.3333333333333333, 0.557800276711, 3.0410418107
0.5, 0.25, 0.795658478736, 3.72772763449
0.5, 0.2, 1.06455836766, 4.40273232561
0.5, 0.16666666666666666, 1.34156138478, 5.04542439576
0.5, 0.14285714285714285, 1.61340352638, 5.63634650152
0.5, 0.125, 1.89673239366, 6.223085376
0.5, 0.1111111111111111, 2.16555170944, 6.74271213746
0.5, 0.1, 2.43121617325, 7.25249489528
0.3333333333333333, 1.0, 0.385447396928, 2.3309247173
0.3333333333333333, 0.5, 0.556309736174, 3.03638675341
0.3333333333333333, 0.3333333333333333, 0.809377840504, 3.80970847206
0.3333333333333333, 0.25, 1.12056624073, 4.59907467687
0.3333333333333333, 0.2, 1.46663805103, 5.38773097664
0.3333333333333333, 0.16666666666666666, 1.85657142066, 6.18372071157
0.3333333333333333, 0.14285714285714285, 2.24547844383, 6.93075971512
0.3333333333333333, 0.125, 2.61044853062, 7.60640009972
0.3333333333333333, 0.1111111111111111, 3.04184102188, 8.33515669193
0.3333333333333333, 0.1, 3.40353885661, 8.95340627348
0.25, 1.0, 0.585433696612, 2.95071150088
0.25, 0.5, 0.799852168562, 3.73268966318
0.25, 0.3333333333333333, 1.12456923734, 4.60736965485
0.25, 0.25, 1.52515508765, 5.51549269618
0.25, 0.2, 2.03065580276, 6.51153796464
0.25, 0.16666666666666666, 2.55721111688, 7.46921145832
0.25, 0.14285714285714285, 3.13585601323, 8.45365061709
0.25, 0.125, 3.73157067403, 9.40178998798
0.25, 0.1111111111111111, 4.28971098536, 10.2732917897
0.25, 0.1, 4.93587386613, 11.2032931913
0.2, 1.0, 0.800734915893, 3.5380727313
0.2, 0.5, 1.05842815462, 4.39294298775
0.2, 0.3333333333333333, 1.47348589797, 5.39612196452
0.2, 0.25, 2.01435424653, 6.49718862204
0.2, 0.2, 2.69234990538, 7.69962835394
0.2, 0.16666666666666666, 3.4525315462, 8.93468727341
0.2, 0.14285714285714285, 4.31151776521, 10.2335241818
0.2, 0.125, 5.18863022241, 11.4978604033
0.2, 0.1111111111111111, 6.1845860997, 12.8449430849
0.2, 0.1, 7.23071155118, 14.214327181
0.16666666666666666, 1.0, 1.01970102705, 4.09072798136
0.16666666666666666, 0.5, 1.3356210857, 5.04189110724
0.16666666666666666, 0.3333333333333333, 1.84939386188, 6.16945366245
0.16666666666666666, 0.25, 2.56025289733, 7.47869729212
0.16666666666666666, 0.2, 3.43910064097, 8.91021670479
0.16666666666666666, 0.16666666666666666, 4.56792888023, 10.5734503386
0.16666666666666666, 0.14285714285714285, 5.80961065453, 12.2783313711
0.16666666666666666, 0.125, 7.24158600102, 14.157780972
0.16666666666666666, 0.1111111111111111, 8.74387939696, 16.0533750486
0.16666666666666666, 0.1, 10.3523306255, 17.9989391599
0.14285714285714285, 1.0, 1.23993694386, 4.61506955139
0.14285714285714285, 0.5, 1.61640603313, 5.6378799599
0.14285714285714285, 0.3333333333333333, 2.23661401299, 6.9156414314
0.14285714285714285, 0.25, 3.12931161639, 8.44475860106
0.14285714285714285, 0.2, 4.32431471265, 10.2389944318
0.14285714285714285, 0.16666666666666666, 5.79207940358, 12.2797328852
0.14285714285714285, 0.14285714285714285, 7.61800129667, 14.610678061
0.14285714285714285, 0.125, 9.78360459649, 17.2644675148
0.14285714285714285, 0.1111111111111111, 12.0618362854, 19.9712237814
0.14285714285714285, 0.1, 14.8419818315, 23.164299857
0.125, 1.0, 1.45633732133, 5.10012879648
0.125, 0.5, 1.89026933629, 6.20344637938
0.125, 0.3333333333333333, 2.633284675, 7.63465533243
0.125, 0.25, 3.7295376478, 9.39840247589
0.125, 0.2, 5.20173100311, 11.5115789809
0.125, 0.16666666666666666, 7.21220819462, 14.1292593902
0.125, 0.14285714285714285, 9.69643110502, 17.1693640333
0.125, 0.125, 12.8533400802, 20.8686559059
0.125, 0.1111111111111111, 16.3671143724, 24.8610786762
0.125, 0.1, 20.2259084651, 29.137071483
0.1111111111111111, 1.0, 1.66284140476, 5.54044212069
0.1111111111111111, 0.5, 2.15131101906, 6.73062918997
0.1111111111111111, 0.3333333333333333, 3.02116341428, 8.31408164612
0.1111111111111111, 0.25, 4.30586173978, 10.279617513
0.1111111111111111, 0.2, 6.17205625326, 12.8431106851
0.1111111111111111, 0.16666666666666666, 8.82539412083, 16.1360555926
0.1111111111111111, 0.14285714285714285, 12.2836253071, 20.198292962
0.1111111111111111, 0.125, 16.3885911391, 24.8665363539
0.1111111111111111, 0.1111111111111111, 21.3661019195, 30.3751912967
0.1111111111111111, 0.1, 26.6643965666, 36.1467393956
0.1, 1.0, 1.85133788834, 5.93759997728
0.1, 0.5, 2.41286221883, 7.21732427643
0.1, 0.3333333333333333, 3.41491492112, 8.96506232891
0.1, 0.25, 4.92697072699, 11.1982948934
0.1, 0.2, 7.17234295723, 14.1464947781
0.1, 0.16666666666666666, 10.5388844787, 18.2107737005
0.1, 0.14285714285714285, 14.6639251545, 22.961786966
0.1, 0.125, 20.4032997386, 29.3268492214
0.1, 0.1111111111111111, 26.5196647502, 35.9959202835
0.1, 0.1, 33.3253555723, 43.3528489581
